Input,Target
autor noelia vieira,"aut=vieira, noelia%"
autor paulo marcelino,"aut=marcelino, paulo%"
autor susan maurum,"aut=maurum, susan%"
autor nuno caramelo,"aut=caramelo, nuno%"
autor cristina alves,"aut=alves, cristina%"
autor ines alves,"aut=alves, ines%"
autor pamela l.  sweraringen,"aut=sweraringen , pamela l.%"
autor janet hicks  keen,"aut=keen, janet hicks%"
autor teresa leal,"aut=leal, teresa%"
autor candida  durao,"aut=durao, candida%"
autor rui ines,"aut=ines, rui%"
autor karen s.  webber,"aut=webber, karen s.%"
autor cheri a. goll,"aut=goll, cheri a.%"
autor laura d.  williams,"aut=williams, laura d.%"
autor alice  davis,"aut=davis, alice%"
autor nancy a.  stotts,"aut=stotts, nancy a.%"
autor susan l.  schroeder,"aut=schroeder, susan l.%"
autor linda s.  baas,"aut=baas, linda s.%"
autor patricia  hall,"aut=hall, patricia%"
autor jenni  jordan,"aut=jordan, jenni%"
autor cheryl  mckay,"aut=mckay, cheryl%"
autor marylin sawyer  sommers,"aut=sommers, marylin sawyer%"
autor dennis  ross,"aut=ross, dennis%"
autor ann coghlan  stowe,"aut=stowe, ann coghlan%"
autor barbara  mclean,"aut=mclean, barbara%"
autor marianne saunorus  baird,"aut=baird, marianne saunorus%"
autor marguerite j.  murphy,"aut=murphy, marguerite j.%"
autor cheryl l.  bittel,"aut=bittel, cheryl l.%"
autor patricia d.  weiskittel,"aut=weiskittel, patricia d.%"
autor carol a.  barch,"aut=barch, carol a.%"
autor mima m.  home,"aut=home, mima m.%"
autor patrice c.  alsaden,"aut=alsaden, patrice c.%"
autor beverly  georgegay,"aut=georgegay, beverly%"
autor johanna k.  weiskittel,"aut=weiskittel, johanna k.%"
autor jean h.  rogers,"aut=rogers, jean h.%"
autor haraold h.  osborn,"aut=osborn , haraold h.%"
autor lidia  pousada,"aut=pousada, lidia%"
autor daise  batista,"aut=batista, daise%"
autor regina rodrigues,"aut=rodrigues, regina%"
autor monica tavares,"aut=tavares, monica%"
autor jorge gimbra,"aut=gimbra, jorge%"
autor marco batista,"aut=batista, marco%"
autor claudia ourique,"aut=ourique, claudia%"
autor cristina maria grilo,"aut=grilo, cristina maria%"
autor ana cristina ciuro,"aut=ciuro, ana cristina%"
autor ana mateus,"aut=mateus, ana%"
autor silvia ribeiro,"aut=ribeiro, silvia%"
autor ana filipa leite,"aut=leite, ana filipa%"
autor ana rosete oliveira,"aut=oliveira, ana rosete%"
autor carla nunes,"aut=nunes, carla%"
autor vanessa anjos,"aut=anjos, vanessa%"
autor ivete monteiro,"aut=monteiro, ivete%"
autor margarida brito,"aut=brito, margarida%"
autor formasau,"aut=formasau%"
autor sara paz,"aut=paz, sara%"
autor sonia ramalho,"aut=ramalho, sonia%"
autor john b.  bache,"aut=bache, john b.%"
autor carolyn r.  armitt,"aut=armitt , carolyn r.%"
autor j. ruth  tobiss,"aut=tobiss, j. ruth%"
autor raul f. l.  sousa,"aut=sousa, raul f. l.%"
autor joao s.  almeida,"aut=almeida, joao s.%"
autor maria felisberta p.  leal,"aut=leal, maria felisberta p.%"
autor serafim  guimaraes,"aut=guimaraes, serafim%"
autor rui vaz,"aut=vaz, rui%"
autor antonio machado  carvalho,"aut=carvalho , antonio machado%"
autor vitor  carolino,"aut=carolino, vitor%"
autor rui  vaz,"aut=vaz, rui%"
autor antonio  vilarinho,"aut=vilarinho, antonio%"
autor antonio  cerejo,"aut=cerejo, antonio%"
autor joaquim  cruz,"aut=cruz, joaquim%"
autor jose  fonseca,"aut=fonseca, jose%"
autor jose manuel  goncalves,"aut=goncalves, jose manuel%"
autor filipe  duarte,"aut=duarte , filipe%"
autor pedro barata  feyo,"aut=feyo , pedro barata%"
autor maria luis ribeiro da  silva,"aut=silva, maria luis ribeiro da%"
autor antonio maia  goncalves,"aut=goncalves, antonio maia%"
autor filipe  duarte,"aut=duarte, filipe%"
autor josue  pereira,"aut=pereira, josue%"
autor vitor  carolino,"aut=carolino , vitor%"
autor jose  oliveira,"aut=oliveira, jose%"
autor paulo  pereira,"aut=pereira , paulo%"
autor chantal couvreur,"aut=couvreur, chantal%"
autor margarida cunha rosa,"aut=rosa, margarida cunha%"
autor dominique  rispail,"aut=rispail, dominique%"
autor susana pacheco,"aut=pacheco, susana%"
autor isabel maria pinheiro borges  moreira,"aut=moreira, isabel maria pinheiro borges%"
autor intermed comunications,"aut=intermed comunications%"
autor linne ann  thelan,"aut=thelan, linne ann%"
autor joseph k.  davie,"aut=davie , joseph k.%"
autor linda d.  urden,"aut=urden, linda d.%"
autor fernanda azevedo silva,"aut=silva, fernanda azevedo%"
autor maria adelaide pires madeira,"aut=madeira, maria adelaide pires%"
autor maria leonor braga abecasis,"aut=abecasis, maria leonor braga%"
autor maria teresa sarreira leal,"aut=leal, maria teresa sarreira%"
autor judith ann  bailey,"aut=bailey   , judith ann%"
autor m. j. villares,"aut=villares, m. j.%"
autor pilar vilagrasa,"aut=vilagrasa, pilar%"
autor margarita peya,"aut=peya, margarita%"
autor alexandra cardoso,"aut=cardoso, alexandra%"
autor marta goncalves,"aut=goncalves, marta%"
autor carla dinis,"aut=dinis, carla%"
autor carla colaco,"aut=colaco, carla%"
autor carla braz,"aut=braz, carla%"
autor maria henriques,"aut=henriques, maria%"
autor sandra silva,"aut=silva, sandra%"
autor benilde rocha,"aut=rocha, benilde%"
autor patricia frade,"aut=frade, patricia%"
autor adult brian  millar,"aut=millar, adult brian%"
autor philip  burnard,"aut=burnard , philip%"
autor marta lameiras,"aut=lameiras, marta%"
autor james  rippe,"aut=rippe, james%"
autor marie  csete,"aut=csete , marie%"
autor cezar antonio  elias,"aut=elias , cezar antonio%"
autor marco antonio costa de  araujo,"aut=araujo, marco antonio costa de%"
autor roberto lauro de almeida  lana,"aut=lana , roberto lauro de almeida%"
autor gary l.  zagelbaum,"aut=zagelbaum , gary l.%"
autor j. a. peter  pare,"aut=pare , j. a. peter%"
autor humberto bravo  orellana,"aut=orellana , humberto bravo%"
autor ana maria reis,"aut=reis, ana maria%"
autor cristina grilo,"aut=grilo, cristina%"
autor magda franca  lopes,"aut=lopes , magda franca%"
autor e.  pupulin,"aut=pupulin , e.%"
autor e.  zecchini,"aut=zecchini, e.%"
autor organizacao mundial de saude,"aut=organizacao mundial de saude%"
autor fernando manuel dias  henriques,"aut=henriques , fernando manuel dias%"
autor carlos alberto  fornasari,"aut=fornasari , carlos alberto%"
autor carolyn kisner,"aut=kisner , carolyn%"
autor lynn allen  cloby,"aut=cloby  , lynn allen%"
autor lilia breternitz ribeiro,"aut=ribeiro, lilia breternitz%"
autor jerry l. kisner,"aut=kisner, jerry l.%"
autor marc  peyre,"aut=peyre , marc%"
autor celine  robert,"aut=robert, celine%"
autor leonor  francisco,"aut=francisco, leonor%"
autor nicola j.  petty,"aut=petty , nicola j.%"
autor francisco  neto,"aut=neto, francisco%"
autor nicola j petty,"aut=petty, nicola j%"
autor ann p.  moore,"aut=moore, ann p.%"
autor gwendolen  jull,"aut=jull, gwendolen%"
autor silvia costa  rodrigues,"aut=rodrigues, silvia costa%"
autor guy postiaux,"aut=postiaux, guy%"
autor valdir de souza pinto,"aut=pinto, valdir de souza%"
autor denise radanovic  vieira,"aut=vieira , denise radanovic%"
autor veronica franco parreira,"aut=parreira, veronica franco%"
autor joseph e.  muscolino,"aut=muscolino , joseph e.%"
autor susana santos  baptista,"aut=baptista, susana santos%"
autor carla santos,"aut=santos, carla%"
autor diogo  pais,"aut=pais, diogo%"
autor michel le metayer,"aut=metayer, michel le%"
autor dunia marinho  silva,"aut=silva, dunia marinho%"
autor berta bobath,"aut=bobath, berta%"
autor mirtes frange de oliveira pinheiro,"aut=pinheiro, mirtes frange de oliveira%"
autor david s. butler,"aut=butler, david s.%"
autor juliana frare,"aut=frare, juliana%"
autor mark a. jones,"aut=jones, mark a.%"
autor richard gore,"aut=gore, richard%"
autor william e.  prentice,"aut=prentice, william e.%"
autor michael l.  voight,"aut=voight, michael l.%"
autor terezinha  oppido,"aut=oppido, terezinha%"
autor maria alice quartim barbosa de araujo,"aut=araujo, maria alice quartim barbosa de%"
autor joel a.  delisa,"aut=delisa, joel a.%"
autor bruce m.  gans,"aut=gans, bruce m.%"
autor frederic j.  kottke,"aut=kottke, frederic j.%"
autor justus f.  lehmann,"aut=lehmann, justus f.%"
autor solange aparecida colombo pessini  siepierski,"aut=siepierski, solange aparecida colombo pessini%"
autor lucia helena dias de oliveira bastos,"aut=bastos, lucia helena dias de oliveira%"
autor jose dias neto,"aut=neto, jose dias%"
autor afonso shinguemi inoue salgado,"aut=salgado, afonso shinguemi inoue%"
autor jose antonio  levy,"aut=levy, jose antonio%"
autor acary souza bulle  oliveira,"aut=oliveira, acary souza bulle%"
autor frances e.  huber,"aut=huber , frances e.%"
autor chris l.  wells,"aut=wells , chris l.%"
autor vanessa  feijao,"aut=feijao, vanessa%"
autor carrie s.  foller,"aut=foller, carrie s.%"
autor carrie s.   foller,"aut=foller carrie s. %"
autor corrie a.  mancinelli,"aut=mancinelli, corrie a.%"
autor scott  davies,"aut=davies, scott%"
autor chistopher j. durall,"aut=durall , chistopher j.%"
autor rajiv  sawhny,"aut=sawhny, rajiv%"
autor diane m.  wrisley,"aut=wrisley , diane m.%"
autor kathryn e. brown,"aut=brown, kathryn e.%"
autor barbara  billeksawhney,"aut=billeksawhney , barbara%"
autor susan balko  perry,"aut=perry, susan balko%"
autor jose antonio  levy,"aut=levy , jose antonio%"
autor lucia iracema z. de  mendonca,"aut=mendonca, lucia iracema z. de%"
autor roberto de magalhaes carneiro de  oliveira,"aut=oliveira, roberto de magalhaes carneiro de%"
autor leandro cortoni  calia,"aut=calia, leandro cortoni%"
autor marcelo  annes,"aut=annes, marcelo%"
autor sissy veloso  fontes,"aut=fontes, sissy veloso%"
autor marcia maiumi  fukujima,"aut=fukujima, marcia maiumi%"
autor paulo henrique ferreira  bertolucci,"aut=bertolucci, paulo henrique ferreira%"
autor ana lucia m. l.  chiappetta,"aut=chiappetta, ana lucia m. l.%"
autor adriana leico  oda,"aut=oda, adriana leico%"
autor dan l.  waitzberg,"aut=waitzberg, dan l.%"
autor manoel jacobsen  teixeira,"aut=teixeira , manoel jacobsen%"
autor alina g.  quintanilha,"aut=quintanilha, alina g.%"
autor joao jorge  leite,"aut=leite, joao jorge%"
autor geraldo lorenzi  filho,"aut=filho , geraldo lorenzi%"
autor leila marise de  oliveira,"aut=oliveira, leila marise de%"
autor elza marcia targas  yacubian,"aut=yacubian, elza marcia targas%"
autor cesar  timoiaria,"aut=timoiaria , cesar%"
autor helga cristina de almeida  silva,"aut=silva, helga cristina de almeida%"
autor claudio fernandes  correa,"aut=correa, claudio fernandes%"
autor athaly b. de c. martins  castro,"aut=castro, athaly b. de c. martins%"
autor adriana bastos  conforto,"aut=conforto, adriana bastos%"
autor ceres eloah de lucena  ferretti,"aut=ferretti, ceres eloah de lucena%"
autor danilo  masiero,"aut=masiero, danilo%"
autor jose antonio  pinto,"aut=pinto , jose antonio%"
autor alexandre francisco de  lourenco,"aut=lourenco, alexandre francisco de%"
autor claudio l. n. guimaraes dos  santos,"aut=santos, claudio l. n. guimaraes dos%"
autor marcos bosi  ferraz,"aut=ferraz, marcos bosi%"
autor rozana mesquita  ciconelli,"aut=ciconelli, rozana mesquita%"
autor carlos andre freitas dos  santos,"aut=santos, carlos andre freitas dos%"
autor joao tonilo  neto,"aut=neto, joao tonilo%"
autor helen cohen,"aut=cohen, helen%"
autor marcos ikeda,"aut=ikeda, marcos%"
autor ana cristina marques,"aut=marques, ana cristina%"
autor anabela ribeiro,"aut=ribeiro, anabela%"
autor milene mendes,"aut=mendes, milene%"
autor helen  cohen,"aut=cohen, helen%"
autor david l.  somers,"aut=somers, david l.%"
autor richard  clemente,"aut=clemente, richard%"
autor william f.  sewell,"aut=sewell, william f.%"
autor sheila a.  munbryce,"aut=munbryce, sheila a.%"
autor essie  jacobs,"aut=jacobs, essie%"
autor deborah l.  lowe,"aut=lowe, deborah l.%"
autor sharon l.  juliano,"aut=juliano, sharon l.%"
autor debra f.  mclaughlin,"aut=mclaughlin, debra f.%"
autor lynette a.  jones,"aut=jones, lynette a.%"
autor susan e.  shore,"aut=shore, susan e.%"
autor charles r.  fox,"aut=fox, charles r.%"
autor marion e.  frank,"aut=frank , marion e.%"
autor janneane f.  gent,"aut=gent, janneane f.%"
autor meenaskhi b.  iyer,"aut=iyer, meenaskhi b.%"
autor andrew r.  mitz,"aut=mitz, andrew r.%"
autor carolee  winstein,"aut=winstein, carolee%"
autor linda l.  porter,"aut=porter, linda l.%"
autor kirk w.  barron,"aut=barron , kirk w.%"
autor robert w.  blair,"aut=blair, robert w.%"
autor allan  siegel,"aut=siegel, allan%"
autor joseph w.  cheu,"aut=cheu, joseph w.%"
autor mary frances  baxter,"aut=baxter , mary frances%"
autor douglas a.  baxter,"aut=baxter, douglas a.%"
autor christiana m.  leonard,"aut=leonard, christiana m.%"
autor therese  cabana,"aut=cabana, therese%"
autor cecilia m.  fox,"aut=fox , cecilia m.%"
autor robert n.  alder,"aut=alder, robert n.%"
autor jean m.  held,"aut=held , jean m.%"
autor tim  pay,"aut=pay, tim%"
autor jose rubens  rebelatto,"aut=rebelatto, jose rubens%"
autor jose geraldo da silva  morelli,"aut=morelli, jose geraldo da silva%"
autor anita liberalesso  neri,"aut=neri, anita liberalesso%"
autor wilton rogerio  lustri,"aut=lustri, wilton rogerio%"
autor gilberto eiji  shiguemoto,"aut=shiguemoto, gilberto eiji%"
autor cassio mascarenhas robert  pires,"aut=pires, cassio mascarenhas robert%"
autor jamilson simoes  brasileiro,"aut=brasileiro, jamilson simoes%"
autor maria cristina sandoval  ortiz,"aut=ortiz, maria cristina sandoval%"
autor daniela  garbellini,"aut=garbellini, daniela%"
autor anamaria sirani de  oliveira,"aut=oliveira, anamaria sirani de%"
autor marcelo  velloso,"aut=velloso, marcelo%"
autor valeria amorim pires di  lorenzo,"aut=lorenzo, valeria amorim pires di%"
autor marcelo velloso,"aut=velloso, marcelo%"
autor maria tereza  claro,"aut=claro, maria tereza%"
autor lise  giallonardo,"aut=giallonardo, lise%"
autor craig r.  denegar,"aut=denegar, craig r.%"
autor phillip b.  donley,"aut=donley, phillip b.%"
autor gray  cook,"aut=cook, gray%"
autor kevin m.  guskiewicz,"aut=guskiewicz, kevin m.%"
autor steven m.  jacoby,"aut=jacoby, steven m.%"
autor steve  tippett,"aut=tippett, steve%"
autor michael a.  clark,"aut=clark, michael a.%"
autor gina  martin,"aut=martin, gina%"
autor turner a.  blackburn jr.,"aut=blackburn jr., turner a.%"
autor john a.  guido jr.,"aut=guido jr., john a.%"
autor robert s.  gailey,"aut=gailey, robert s.%"
autor kevin  robinson,"aut=robinson , kevin%"
autor sussette  robinson,"aut=robinson, sussette%"
autor patsy  huff,"aut=huff , patsy%"
autor john s.  halle,"aut=halle, john s.%"
autor brian c.  thomson,"aut=thomson, brian c.%"
autor rob  schneider,"aut=schneider, rob%"
autor pete  zulia,"aut=zulia, pete%"
autor anne marie schneider,"aut=schneider, anne marie%"
autor bernie  depalma,"aut=depalma, bernie%"
autor marc  davis,"aut=davis, marc%"
autor christopher j.  hirth,"aut=hirth, christopher j.%"
autor skip  hunter,"aut=hunter, skip%"
autor dan  hooker,"aut=hooker , dan%"
autor cissy  voight,"aut=voight, cissy%"
autor steven r.  tippett,"aut=tippett, steven r.%"
autor nisa gomes,"aut=gomes, nisa%"
autor sara henriques,"aut=henriques, sara%"
autor francisco luis pimentel,"aut=pimentel, francisco luis%"
autor carla abreu,"aut=abreu, carla%"
autor maria almeida,"aut=almeida, maria%"
autor margarida costa,"aut=costa, margarida%"
autor raquel santos,"aut=santos, raquel%"
autor rosa aurea quintella  fernandes,"aut=fernandes, rosa aurea quintella%"
autor nadia zanon  narchi,"aut=narchi , nadia zanon%"
autor tamara iwanow cianciarullo,"aut=cianciarullo, tamara iwanow%"
autor lourdes berbardete dos santos pito  alexandre,"aut=alexandre, lourdes berbardete dos santos pito%"
autor rosa maria godoy serpa da  fonseca,"aut=fonseca, rosa maria godoy serpa da%"
autor marcia  barbieri,"aut=barbieri, marcia%"
autor fabiana villela  mamede,"aut=mamede, fabiana villela%"
autor maria jose  clapis,"aut=clapis , maria jose%"
autor marislei sanches  panobianco,"aut=panobianco, marislei sanches%"
autor maria auxiliadora de souza  gerk,"aut=gerk, maria auxiliadora de souza%"
autor roselena bazilli  bergamasco,"aut=bergamasco , roselena bazilli%"
autor maria alice  tsunechiro,"aut=tsunechiro, maria alice%"
autor nadia zanon  narchi,"aut=narchi, nadia zanon%"
autor rita de cassia silva vieira  janicas,"aut=janicas, rita de cassia silva vieira%"
autor neide souza  praca,"aut=praca, neide souza%"
autor lucia helena garcia  penna,"aut=penna, lucia helena garcia%"
autor neuci cunha dos  santos,"aut=santos, neuci cunha dos%"
autor edir nei teixeira  mandu,"aut=mandu, edir nei teixeira%"
autor roselane  goncalves,"aut=goncalves, roselane%"
autor miriam aparecida barbosa  merighi,"aut=merighi, miriam aparecida barbosa%"
autor maria borges  teixeira,"aut=teixeira, maria borges%"
autor silvia lucia  ferreira,"aut=ferreira, silvia lucia%"
autor octavio muniz da costa  vargens,"aut=vargens, octavio muniz da costa%"
autor jane marcia  progianti,"aut=progianti, jane marcia%"
autor luciane marques  araujo,"aut=araujo, luciane marques%"
autor luzia akiko komura  hoga,"aut=hoga, luzia akiko komura%"
autor milena butolo  vido,"aut=vido , milena butolo%"
autor rosa maria  scanavini,"aut=scanavini, rosa maria%"
autor severine  rezette,"aut=rezette , severine%"
autor filipa  parreira,"aut=parreira, filipa%"
autor sonia  silva,"aut=silva , sonia%"
autor hannah cooke,"aut=cooke, hannah%"
autor susan philpin,"aut=philpin, susan%"
autor lyn  gardner,"aut=gardner, lyn%"
autor ronnie  moore,"aut=moore, ronnie%"
autor gilian olumide,"aut=olumide, gilian%"
autor martin  johnson,"aut=johnson, martin%"
autor susan  lambert,"aut=lambert, susan%"
autor susan  philpin,"aut=philpin, susan%"
autor lindsay  prior,"aut=prior, lindsay%"
autor donald m.  currie,"aut=currie, donald m.%"
autor gordon m.  martin,"aut=martin, gordon m.%"
autor janet f.  haas,"aut=haas, janet f.%"
autor naoichi  chino,"aut=chino, naoichi%"
autor gunnar  grimby,"aut=grimby, gunnar%"
autor dennis s.  smith,"aut=smith, dennis s.%"
autor haim  ring,"aut=ring, haim%"
autor satiko tomikawa  imamura,"aut=imamura, satiko tomikawa%"
autor r. lee  kirby,"aut=kirby, r. lee%"
autor rolland p.  erickson,"aut=erickson , rolland p.%"
autor malcolm c.  mcphee,"aut=mcphee, malcolm c.%"
autor steven r.  hinderer,"aut=hinderer, steven r.%"
autor kathleen a.  hinderer,"aut=hinderer, kathleen a.%"
autor charles h.  christiansen,"aut=christiansen , charles h.%"
